"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000091603","ACV-0000187003","","0","","Major","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091563","ACV-0000186923","M","0","","None","Driver","Had Not Been Drinking","West","Slowing/Stopping","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091592","ACV-0000186980","","0","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091597","ACV-0000186990","F","21","","Major","Driver","Had Not Been Drinking","South","Changing Lanes","Car","Other Violation","1","22350","Speeding"
"CR-0000091601","ACV-0000186999","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091589","ACV-0000186976","M","21","","Moderate","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091602","ACV-0000187001","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091564","ACV-0000186925","M","40","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000091583","ACV-0000186966","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091604","ACV-0000187004","F","0","","Moderate","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091570","ACV-0000186940","M","76","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091594","ACV-0000186984","F","31","","None","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","None Apparent","1","Unknown","Unknown"
"CR-0000091573","ACV-0000186946","F","34","","Unknown","Driver","Impairment Not Known","Unknown","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000091604","ACV-0000187005","M","29","","Major","Driver","Impairment Not Known","Unknown","Entering Traffic","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091598","ACV-0000186992","M","14","","Unknown","Bicycle","Had Not Been Drinking","North","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091566","ACV-0000186930","M","30","","Moderate","Driver","Impairment Not Known","South","Other","Car","None Apparent","1","23103","Reckless Driving 2"
"CR-0000091601","ACV-0000186998","","0","","Unknown","Driver","Impairment Not Known","South","Other","Unknown","None Apparent","1","00001","Other Improper Driving"
"CR-0000091593","ACV-0000186982","F","75","","None","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091565","ACV-0000186927","M","0","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091599","ACV-0000186993","M","21","","Moderate","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent;Vision Obscurement","1","21453","Run Red Light"
"CR-0000091580","ACV-0000186959","M","62","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000091593","ACV-0000186983","F","31","","Not Applicable","Pedestrian","Had Not Been Drinking","North","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091569","ACV-0000186937","M","0","","Unknown","Driver","Impairment Not Known","South","Merging","Panel Truck","Inattention","1","Unknown","Unknown"
"CR-0000091580","ACV-0000186960","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091575","ACV-0000186950","","0","","Unknown","Driver","Impairment Not Known","East","Entering Traffic","Car","Unknown","1","Unknown","Unknown"
"CR-0000091586","ACV-0000186969","M","71","","Major","Driver","Impairment Not Known","West","Making Left Turn","Car","Inattention","1","21801","Yield Left Turn"
"CR-0000091562","ACV-0000186921","M","22","","Major","Driver","Impairment Not Known","East","Passing Other Vehicles","Car","Other Violation","1","22450","Fail Stop/Sign"
"CR-0000091592","ACV-0000186981","M","49","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091600","ACV-0000186997","M","25","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091598","ACV-0000186991","M","55","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","Defective Vehicle Equipment","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091567","ACV-0000186933","","0","","Totaled","Driver","Impairment Not Known","East","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000091591","ACV-0000186979","F","35","","Moderate","Driver","Impairment Not Known","South","Making Right Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000091565","ACV-0000186928","F","19","","Major","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091596","ACV-0000186988","M","72","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000091566","ACV-0000186931","M","24","","Major","Driver","Had Not Been Drinking","South","Ran Off Road","Car","Previous Collision","1","Not Applicable","Not Applicable"
"CR-0000091566","ACV-0000186932","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091569","ACV-0000186938","F","24","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091565","ACV-0000186929","M","0","","Minor","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091576","ACV-0000186951","M","40","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000091581","ACV-0000186962","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091579","ACV-0000186957","","23","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091585","ACV-0000186968","F","31","","Moderate","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000091600","ACV-0000186995","F","21","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","None Apparent","1","21453","Run Red Light"
"CR-0000091586","ACV-0000186970","M","33","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091567","ACV-0000186934","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091582","ACV-0000186963","M","25","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091572","ACV-0000186944","M","36","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091568","ACV-0000186935","F","0","","Unknown","Driver","Impairment Not Known","West","Slowing/Stopping","Car","Unknown","1","Unknown","Unknown"
"CR-0000091576","ACV-0000186952","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091599","ACV-0000186994","M","32","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091581","ACV-0000186961","F","42","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000091584","ACV-0000186967","F","33","","Major","Driver","Had Been Drinking - Under Influence","East","Proceeding Straight","Car","Other Violation","1","23152","Driving Drunk"
"CR-0000091595","ACV-0000186985","M","23","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Inattention","1","21453","Run Red Light"
"CR-0000091579","ACV-0000186958","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091577","ACV-0000186953","","62","","Unknown","Driver","Impairment Not Known","Unknown","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000091573","ACV-0000186945","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000091590","ACV-0000186977","","0","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Inattention","1","22450","Fail Stop/Sign"
"CR-0000091587","ACV-0000186971","M","25","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","23103","Reckless Driving 2"
"CR-0000091637","ACV-0000187054","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091629","ACV-0000187039","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091616","ACV-0000187014","F","21","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Unknown","None Apparent","1","Unknown","Unknown"
"CR-0000091624","ACV-0000187027","M","48","","Unknown","Driver","Impairment Not Known","West","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091633","ACV-0000187046","","0","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000091635","ACV-0000187049","","40","","Unknown","Driver","Impairment Not Known","Unknown","Other Unsafe Turning","Car","Unknown","1","Unknown","Unknown"
"CR-0000091608","ACV-0000187006","F","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091621","ACV-0000187024","","0","","Major","Parked","Had Not Been Drinking","Not Applicable","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091615","ACV-0000187013","M","58","","None","Bicycle","Had Not Been Drinking","West","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091624","ACV-0000187028","F","19","","Unknown","Driver","Impairment Not Known","West","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091623","ACV-0000187025","","0","","Unknown","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091635","ACV-0000187050","M","47","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000091629","ACV-0000187040","F","54","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091631","ACV-0000187042","F","40","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000091627","ACV-0000187036","","23","","Unknown","Unknown","Impairment Not Known","Unknown","Unknown","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091636","ACV-0000187051","F","70","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091617","ACV-0000187018","F","27","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091625","ACV-0000187032","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Unknown","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091637","ACV-0000187053","M","44","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000091608","ACV-0000187007","F","25","","Unknown","Driver","Impairment Not Known","Unknown","Making Left Turn","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091616","ACV-0000187015","F","60","","Moderate","Driver","Impairment Not Known","West","Stopped","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091617","ACV-0000187017","M","0","","Unknown","Driver","Impairment Not Known","Unknown","Passing Other Vehicles","Panel Truck","None Apparent","1","Unknown","Unknown"
"CR-0000091619","ACV-0000187019","M","25","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Not Applicable","1","22350","Speeding"
"CR-0000091626","ACV-0000187034","M","71","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000091622","ACV-0000187029","F","23","","Minor","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091625","ACV-0000187033","","0","","Unknown","Parked","Impairment Not Known","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091632","ACV-0000187044","M","18","","Unknown","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000091634","ACV-0000187047","F","27","","Unknown","Driver","Impairment Not Known","West","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000091636","ACV-0000187052","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Unknown","Unknown","1","Unknown","Unknown"
